Latitude,Longitude,ArchiveYear,Started,AcresBurned,Counties,WildfireOccurred,Region,Date
34.049725,-117.79992,2013,2013-04-02 22:44:00+00:00,0,Los Angeles,0,Southern California,4/2/2013
37.513601,-121.108297,2013,2013-04-03 17:28:00+00:00,0,Stanislaus,0,Central California,4/3/2013
38.415955,-122.463359,2013,2013-04-06 15:38:00+00:00,0,Napa,0,Western California,4/6/2013
37.675996,-122.151922,2013,2013-04-07 09:38:00+00:00,0,Alameda,0,Western California,4/7/2013
40.750173,-120.391587,2013,2013-04-07 18:27:00+00:00,0,Lassen,0,Northern California,4/7/2013
35.803993,-120.276313,2013,2013-04-08 23:35:00+00:00,0,Monterey,0,Western California,4/8/2013
38.73509,-121.567052,2013,2013-04-13 13:16:00+00:00,0,Sacramento,0,Central California,4/13/2013
35.184148,-120.003823,2013,2013-04-14 06:49:00+00:00,0,San Luis Obispo,0,Southern California,4/14/2013
37.70293,-121.605535,2013,2013-04-14 15:10:00+00:00,0,Alameda,0,Western California,4/14/2013
40.195161,-124.221813,2013,2013-04-14 17:55:00+00:00,0,Humboldt,0,Northern California,4/14/2013
36.132133,-120.096753,2013,2013-04-17 02:22:00+00:00,0,Fresno,0,Central California,4/17/2013
37.99485,-121.677706,2013,2013-04-17 20:06:00+00:00,0,Contra Costa,0,Western California,4/17/2013
41.142785,-122.199718,2013,2013-04-19 15:09:00+00:00,0,Shasta,0,Northern California,4/19/2013
34.288877,-116.941311,2013,2013-04-20 17:30:00+00:00,30,San Bernardino,1,Southern California,4/20/2013
35.320979,-120.384206,2013,2013-04-22 17:45:00+00:00,0,San Luis Obispo,0,Southern California,4/22/2013
39.762581,-121.861452,2013,2013-04-25 10:08:00+00:00,0,Butte,0,Northern California,4/25/2013
35.646063,-117.951438,2013,2013-04-26 05:47:00+00:00,0,Kern,0,Southern California,4/26/2013
37.016471,-121.02567,2013,2013-04-26 06:57:00+00:00,0,Merced,0,Central California,4/26/2013
33.523904,-115.928529,2013,2013-04-27 18:46:00+00:00,0,Riverside,0,Southern California,4/27/2013
41.466466,-120.882906,2013,2013-04-28 20:10:00+00:00,0,Modoc,0,Northern California,4/28/2013
34.138108,-117.956211,2013,2013-04-29 03:33:00+00:00,0,Los Angeles,0,Southern California,4/29/2013
37.526047,-121.629319,2013,2013-04-29 05:46:00+00:00,0,Alameda,0,Western California,4/29/2013
37.116295,-119.635004,2013,2013-04-30 12:59:00+00:00,274,Madera,1,Central California,4/30/2013
38.441792,-122.350844,2013,2013-04-30 23:44:00+00:00,75,Napa,1,Western California,4/30/2013
38.638828,-122.655616,2013,2013-05-01 02:01:00+00:00,125,Sonoma,1,Western California,5/1/2013
40.190062,-121.595555,2013,2013-05-01 09:12:00+00:00,6965,Tehama,1,Northern California,5/1/2013
34.288877,-116.941311,2013,2013-05-01 12:38:00+00:00,3166,Riverside,1,Southern California,5/1/2013
39.514139,-122.560862,2013,2013-05-01 19:00:00+00:00,217,Glenn,1,Northern California,5/1/2013
33.654237,-114.628063,2013,2013-05-02 15:37:00+00:00,0,Riverside,0,Southern California,5/2/2013
37.160346,-120.937494,2013,2013-05-03 11:42:00+00:00,354,San Benito,1,Western California,5/3/2013
33.894055,-116.855019,2013,2013-05-04 11:43:00+00:00,510,Riverside,1,Southern California,5/4/2013
34.987751,-115.206281,2013,2013-05-07 08:41:00+00:00,0,San Bernardino,0,Southern California,5/7/2013
38.326399,-120.717081,2013,2013-05-08 17:09:00+00:00,0,Amador,0,Central California,5/8/2013
41.592988,-121.693404,2013,2013-05-09 01:00:00+00:00,0,Siskiyou,0,Northern California,5/9/2013
41.073202,-120.042066,2013,2013-05-09 09:56:00+00:00,0,Lassen,0,Northern California,5/9/2013
39.891205,-122.364368,2013,2013-05-09 23:09:00+00:00,0,Tehama,0,Northern California,5/9/2013
33.844641,-118.009713,2013,2013-05-10 13:01:00+00:00,0,Orange,0,Southern California,5/10/2013
41.195379,-121.556215,2013,2013-05-10 15:01:00+00:00,0,Siskiyou,0,Northern California,5/10/2013
40.529956,-122.074775,2013,2013-05-11 07:00:00+00:00,0,Shasta,0,Northern California,5/11/2013
36.567862,-118.363389,2013,2013-05-12 03:46:00+00:00,0,Tulare,0,Central California,5/12/2013
33.97766,-115.251861,2013,2013-05-12 10:09:00+00:00,0,Riverside,0,Southern California,5/12/2013
36.77646,-120.929056,2013,2013-05-12 23:00:00+00:00,0,Merced,0,Central California,5/12/2013
34.1834,-117.4408,2013,2013-05-13 13:30:00+00:00,75,San Bernardino,1,Southern California,5/13/2013
40.451433,-121.762323,2013,2013-05-14 03:50:00+00:00,0,Shasta,0,Northern California,5/14/2013
34.7861,-118.9411,2013,2013-05-15 12:50:00+00:00,4346,Kern,1,Southern California,5/15/2013
33.655638,-116.161201,2013,2013-05-16 13:48:00+00:00,40,Riverside,1,Southern California,5/16/2013
34.49149,-118.610044,2013,2013-05-17 13:23:00+00:00,712,Los Angeles,1,Southern California,5/17/2013
40.388743,-122.85305,2013,2013-05-18 18:10:00+00:00,0,Shasta,0,Northern California,5/18/2013
37.1927,-119.7917,2013,2013-05-19 15:07:00+00:00,91,Madera,1,Central California,5/19/2013
33.96201,-116.907213,2013,2013-05-20 13:47:00+00:00,25,Riverside,1,Southern California,5/20/2013
35.49864,-120.91375,2013,2013-05-20 15:45:00+00:00,35,San Luis Obispo,1,Southern California,5/20/2013
33.9582,-116.6534,2013,2013-05-21 14:16:00+00:00,90,Riverside,1,Southern California,5/21/2013
32.564465,-116.900368,2013,2013-05-22 16:14:00+00:00,100,San Diego,1,Southern California,5/22/2013
33.12111,-116.52579,2013,2013-05-23 12:20:00+00:00,2781,San Diego,1,Southern California,5/23/2013
33.963591,-117.187934,2013,2013-05-25 14:59:00+00:00,124,Riverside,1,Southern California,5/25/2013
35.5123,-120.6368,2013,2013-05-25 17:35:00+00:00,50,San Luis Obispo,1,Southern California,5/25/2013
33.04458,-116.5209,2013,2013-05-26 12:04:00+00:00,1271,San Diego,1,Southern California,5/26/2013
34.55048,-119.82429,2013,2013-05-27 14:45:00+00:00,1984,Santa Barbara,1,Southern California,5/27/2013
34.419284,-118.58688,2013,2013-05-28 11:30:00+00:00,149,Los Angeles,1,Southern California,5/28/2013
34.611824,-120.074655,2013,2013-05-28 15:24:00+00:00,170,Santa Barbara,1,Southern California,5/28/2013
38.04993,-120.90325,2013,2013-05-30 11:20:00+00:00,303,San Joaquin,1,Central California,5/30/2013
34.585595,-118.423176,2013,2013-05-30 15:28:00+00:00,30274,Los Angeles,1,Southern California,5/30/2013
35.15832,-120.05131,2013,2013-06-01 17:27:00+00:00,500,San Luis Obispo,1,Southern California,6/1/2013
37.91529,-120.33313,2013,2013-06-02 13:30:00+00:00,100,Tuolumne,1,Central California,6/2/2013
39.434183,-121.576804,2013,2013-06-03 13:49:00+00:00,298,Butte,1,Northern California,6/3/2013
37.03776,-121.006939,2013,2013-06-04 15:42:00+00:00,124,Merced,1,Central California,6/4/2013
38.99233,-122.703193,2013,2013-06-05 16:05:00+00:00,30,Lake,1,Northern California,6/5/2013
38.884587,-123.485811,2013,2013-06-06 18:40:00+00:00,0,Mendocino,0,Northern California,6/6/2013
39.856185,-123.315126,2013,2013-06-07 00:01:00+00:00,0,Mendocino,0,Northern California,6/7/2013
37.775057,-121.737213,2013,2013-06-08 10:16:00+00:00,240,Alameda,1,Western California,6/8/2013
33.96936,-117.1265,2013,2013-06-08 15:37:00+00:00,42,Riverside,1,Southern California,6/8/2013
33.99647,-116.84137,2013,2013-06-09 12:30:00+00:00,0,Riverside,1,Southern California,6/9/2013
38.4229,-122.0437,2013,2013-06-10 00:46:00+00:00,28,Sonoma,1,Western California,6/10/2013
40.131275,-121.697235,2013,2013-06-11 19:27:00+00:00,0,Tehama,0,Northern California,6/11/2013
37.169379,-119.75636,2013,2013-06-12 16:40:00+00:00,75,Madera,1,Central California,6/12/2013
38.27783,-120.966016,2013,2013-06-12 16:43:00+00:00,96,Amador,1,Central California,6/12/2013
38.729297,-121.380862,2013,2013-06-13 11:28:00+00:00,237,Placer,1,Central California,6/13/2013
36.772425,-119.628389,2013,2013-06-13 11:54:00+00:00,108,Fresno,1,Central California,6/13/2013
36.763367,-119.558244,2013,2013-06-13 15:54:00+00:00,35,Fresno,1,Central California,6/13/2013
34.001745,-117.302057,2013,2013-06-14 13:47:00+00:00,40,Riverside,1,Southern California,6/14/2013
38.82978,-120.245381,2013,2013-06-15 11:14:00+00:00,0,El Dorado,0,Central California,6/15/2013
32.933954,-116.872753,2013,2013-06-15 14:34:00+00:00,0,San Diego,0,Southern California,6/15/2013
37.58202,-119.91071,2013,2013-06-16 14:12:00+00:00,1708,Mariposa,1,Central California,6/16/2013
37.015575,-119.78106,2013,2013-06-16 18:17:00+00:00,482,Madera,1,Central California,6/16/2013
37.03087,-119.463757,2013,2013-06-17 14:41:00+00:00,46,Fresno,1,Central California,6/17/2013
38.08744,-122.13802,2013,2013-06-18 15:18:00+00:00,124,Solano,1,Western California,6/18/2013
37.605807,-120.208188,2013,2013-06-19 05:16:00+00:00,0,Mariposa,0,Central California,6/19/2013
37.427611,-119.826737,2013,2013-06-19 07:37:00+00:00,0,Mariposa,0,Central California,6/19/2013
38.98058,-122.81796,2013,2013-06-20 14:29:00+00:00,25,Lake,1,Northern California,6/20/2013
35.722156,-120.359747,2013,2013-06-23 21:42:00+00:00,0,San Luis Obispo,0,Southern California,6/23/2013
37.553615,-119.610867,2013,2013-06-24 12:46:00+00:00,0,Mariposa,0,Central California,6/24/2013
36.7218,-119.2248,2013,2013-06-25 13:36:00+00:00,150,Fresno,1,Central California,6/25/2013
34.071556,-117.048397,2013,2013-06-28 14:30:00+00:00,534,San Bernardino,1,Southern California,6/28/2013
36.1531,-120.8973,2013,2013-06-29 14:09:00+00:00,105,Monterey,1,Western California,6/29/2013
37.829154,-121.884001,2013,2013-06-30 01:20:00+00:00,0,Contra Costa,0,Western California,6/30/2013
37.96866,-121.91453,2013,2013-07-01 13:19:00+00:00,492,Contra Costa,1,Western California,7/1/2013
39.90465,-121.74367,2013,2013-07-01 15:41:00+00:00,274,Contra Costa,1,Western California,7/1/2013
41.2415,-121.035,2013,2013-07-03 22:56:00+00:00,502,Modoc,1,Northern California,7/3/2013
40.012398,-122.079871,2013,2013-07-04 07:30:00+00:00,200,Tehama,1,Northern California,7/4/2013
37.7393,-121.5869,2013,2013-07-04 10:00:00+00:00,50,Alameda,1,Western California,7/4/2013
40.974666,-120.286276,2013,2013-07-05 17:14:00+00:00,0,Lassen,0,Northern California,7/5/2013
32.95435,-116.47381,2013,2013-07-06 12:55:00+00:00,7055,San Diego,1,Southern California,7/6/2013
37.74241,-121.86216,2013,2013-07-06 13:09:00+00:00,38,Alameda,1,Western California,7/6/2013
35.62743,-120.83417,2013,2013-07-07 13:16:00+00:00,85,San Luis Obispo,1,Southern California,7/7/2013
39.206,-121.31634,2013,2013-07-08 09:59:00+00:00,73,Yuba,1,Central California,7/8/2013
38.774,-120.298,2013,2013-07-08 12:45:00+00:00,572,El Dorado,1,Central California,7/8/2013
40.373,-122.7338,2013,2013-07-09 11:59:00+00:00,43,Shasta,1,Northern California,7/9/2013
32.623842,-116.98567,2013,2013-07-11 03:30:00+00:00,0,San Diego,0,Southern California,7/11/2013
35.443691,-118.060873,2013,2013-07-11 16:16:00+00:00,0,Kern,0,Southern California,7/11/2013
39.173099,-122.496265,2013,2013-07-11 21:06:00+00:00,0,Lake,0,Northern California,7/11/2013
37.1438,-121.7804,2013,2013-07-12 13:09:00+00:00,50,Santa Clara,1,Western California,7/12/2013
37.436,-121.1955,2013,2013-07-12 15:35:00+00:00,150,Stanislaus,1,Central California,7/12/2013
37.374495,-121.532645,2013,2013-07-13 01:55:00+00:00,0,Santa Clara,0,Western California,7/13/2013
33.343283,-116.263645,2013,2013-07-13 06:59:00+00:00,0,San Diego,0,Southern California,7/13/2013
36.714123,-119.897167,2013,2013-07-13 18:00:00+00:00,0,Fresno,0,Central California,7/13/2013
33.873594,-116.410376,2013,2013-07-14 18:20:00+00:00,0,Riverside,0,Southern California,7/14/2013
33.7095,-116.72885,2013,2013-07-15 13:43:00+00:00,27531,Riverside,1,Southern California,7/15/2013
33.990128,-117.164997,2013,2013-07-16 17:48:00+00:00,150,Riverside,1,Southern California,7/16/2013
41.882706,-121.415743,2013,2013-07-17 03:22:00+00:00,0,Modoc,0,Northern California,7/17/2013
37.251898,-119.673773,2013,2013-07-17 12:23:00+00:00,0,Madera,0,Central California,7/17/2013
38.926209,-122.688411,2013,2013-07-18 04:02:00+00:00,0,Lake,0,Northern California,7/18/2013
34.882,-118.9194,2013,2013-07-19 12:00:00+00:00,712,Kern,1,Southern California,7/19/2013
39.961309,-122.330879,2013,2013-07-19 13:32:00+00:00,195,Tehama,1,Northern California,7/19/2013
38.63987,-121.08438,2013,2013-07-19 14:12:00+00:00,163,El Dorado,1,Central California,7/19/2013
33.9634,-117.2508,2013,2013-07-19 16:21:00+00:00,40,Riverside,1,Southern California,7/19/2013
33.94528,-117.09306,2013,2013-07-19 17:31:00+00:00,15,Riverside,1,Southern California,7/19/2013
34.300926,-119.058899,2013,2013-07-20 04:42:00+00:00,0,Ventura,0,Southern California,7/20/2013
40.604451,-121.2215,2013,2013-07-21 22:13:00+00:00,0,Lassen,0,Northern California,7/21/2013
37.965364,-120.696362,2013,2013-07-22 12:34:00+00:00,31,Calaveras,1,Central California,7/22/2013
37.279,-119.318,2013,2013-07-22 22:15:00+00:00,22992,Fresno,1,Central California,7/22/2013
34.90327,-118.93388,2013,2013-07-23 09:15:00+00:00,612,Kern,1,Southern California,7/23/2013
38.980846,-123.067671,2013,2013-07-23 13:29:00+00:00,45,Mendocino,1,Northern California,7/23/2013
34.316,-117.352,2013,2013-07-25 15:09:00+00:00,75,San Bernardino,1,Southern California,7/25/2013
38.17693,-122.51253,2013,2013-07-26 13:45:00+00:00,158,Sonoma,1,Western California,7/26/2013
39.232009,-120.904831,2013,2013-07-27 05:52:00+00:00,0,Nevada,0,Northern California,7/27/2013
32.612773,-116.707335,2013,2013-07-28 09:43:00+00:00,25,San Diego,1,Southern California,7/28/2013
37.949613,-122.623194,2013,2013-07-30 18:20:00+00:00,0,Marin,0,Western California,7/30/2013
41.32,-123.176,2013,2013-07-31 22:00:00+00:00,14754,Siskiyou,1,Northern California,7/31/2013
39.6612,-121.50354,2013,2013-08-01 16:01:00+00:00,92,Butte,1,Northern California,8/1/2013
38.36747,-120.121017,2013,2013-08-02 02:35:00+00:00,0,Tuolumne,0,Central California,8/2/2013
40.471441,-121.873718,2013,2013-08-02 04:23:00+00:00,0,Shasta,0,Northern California,8/2/2013
41.633524,-123.418355,2013,2013-08-02 16:38:00+00:00,0,Siskiyou,0,Northern California,8/2/2013
41.333,-123.376,2013,2013-08-03 08:00:00+00:00,0,Humboldt,1,Northern California,8/3/2013
33.91027,-116.99895,2013,2013-08-04 16:29:00+00:00,60,Riverside,1,Southern California,8/4/2013
38.25108,-120.02778,2013,2013-08-05 06:00:00+00:00,1070,Tuolumne,1,Central California,8/5/2013
33.62236,-117.40288,2013,2013-08-05 10:10:00+00:00,1383,Riverside,1,Southern California,8/5/2013
38.838,-116.61,2013,2013-08-06 13:39:00+00:00,60,Riverside,1,Southern California,8/6/2013
39.1591,-122.5906,2013,2013-08-07 12:35:00+00:00,38,Lake,1,Northern California,8/7/2013
33.86157,-116.90427,2013,2013-08-07 14:05:00+00:00,20292,Riverside,1,Southern California,8/7/2013
34.35,-117.62,2013,2013-08-08 12:15:00+00:00,243,San Bernardino,1,Southern California,8/8/2013
40.88886,-120.958126,2013,2013-08-09 15:51:00+00:00,97,Lassen,1,Northern California,8/9/2013
41.035,-123.488,2013,2013-08-10 11:40:00+00:00,12503,Humboldt,1,Northern California,8/10/2013
39.12,-120.65,2013,2013-08-10 16:30:00+00:00,27440,Placer,1,Central California,8/10/2013
34.337075,-118.697268,2013,2013-08-11 11:45:00+00:00,0,Ventura,0,Southern California,8/11/2013
35.628254,-119.286737,2013,2013-08-12 14:45:00+00:00,0,Kern,0,Southern California,8/12/2013
37.005912,-121.304351,2013,2013-08-13 06:33:00+00:00,0,Santa Clara,0,Western California,8/13/2013
40.473356,-122.48259,2013,2013-08-14 15:37:00+00:00,27,Shasta,1,Northern California,8/14/2013
41.923323,-122.578393,2013,2013-08-15 14:40:00+00:00,50,Siskiyou,1,Northern California,8/15/2013
33.570291,-116.10815,2013,2013-08-16 13:31:00+00:00,40,Riverside,1,Southern California,8/16/2013
38.682378,-120.839075,2013,2013-08-16 13:55:00+00:00,116,El Dorado,1,Central California,8/16/2013
39.446268,-121.38236,2013,2013-08-16 16:37:00+00:00,2462,Butte,1,Northern California,8/16/2013
39.013682,-122.491894,2013,2013-08-16 17:57:00+00:00,70,Lake,1,Northern California,8/16/2013
38.06231,-120.45233,2013,2013-08-17 10:11:00+00:00,46,Calaveras,1,Central California,8/17/2013
37.857,-120.086,2013,2013-08-17 15:25:00+00:00,257314,Tuolumne,1,Central California,8/17/2013
34.287,-117.451,2013,2013-08-17 17:25:00+00:00,110,San Bernardino,1,Southern California,8/17/2013
40.00842,-120.764666,2013,2013-08-18 18:30:00+00:00,513,Plumas,1,Northern California,8/18/2013
35.707,-118.588,2013,2013-08-18 23:12:00+00:00,794,Kern,1,Southern California,8/18/2013
40.5445,-121.3754,2013,2013-08-19 17:48:00+00:00,196,Shasta,1,Northern California,8/19/2013
34.302,-117.598,2013,2013-08-20 13:32:00+00:00,413,San Bernardino,1,Southern California,8/20/2013
34.640699,-117.992003,2013,2013-08-22 13:38:00+00:00,0,Los Angeles,0,Southern California,8/22/2013
40.04263,-121.85397,2013,2013-08-23 14:15:00+00:00,11429,Tehama,1,Northern California,8/23/2013
36.208,-118.444,2013,2013-08-24 14:31:00+00:00,2060,Tulare,1,Central California,8/24/2013
38.89555,-120.84716,2013,2013-08-24 14:54:00+00:00,38,El Dorado,1,Central California,8/24/2013
33.642,-116.706,2013,2013-08-24 15:09:00+00:00,97,San Bernardino,1,Southern California,8/24/2013
40.484067,-120.821632,2013,2013-08-25 04:45:00+00:00,0,Lassen,0,Northern California,8/25/2013
37.872719,-122.119056,2013,2013-08-25 05:57:00+00:00,0,Contra Costa,0,Western California,8/25/2013
35.163414,-119.742309,2013,2013-08-26 02:48:00+00:00,0,San Luis Obispo,0,Southern California,8/26/2013
38.154128,-122.399025,2013,2013-08-27 16:50:00+00:00,0,Solano,0,Western California,8/27/2013
39.333401,-121.107022,2013,2013-08-31 14:42:00+00:00,52,Nevada,1,Northern California,8/31/2013
39.731878,-121.713938,2013,2013-08-31 17:23:00+00:00,80,Butte,1,Northern California,8/31/2013
35.54745,-118.43326,2013,2013-09-02 02:51:00+00:00,0,Kern,0,Southern California,9/2/2013
33.910942,-116.990962,2013,2013-09-02 11:50:00+00:00,0,Riverside,0,Southern California,9/2/2013
38.76928,-122.336822,2013,2013-09-03 03:01:00+00:00,0,Napa,0,Western California,9/3/2013
37.743239,-121.716979,2013,2013-09-03 15:58:00+00:00,0,Alameda,0,Western California,9/3/2013
34.981952,-117.165628,2013,2013-09-04 07:51:00+00:00,0,San Bernardino,0,Southern California,9/4/2013
41.73325,-120.375,2013,2013-09-05 15:57:00+00:00,97,Modoc,1,Northern California,9/5/2013
39.274037,-122.082678,2013,2013-09-06 11:17:00+00:00,0,Colusa,0,Central California,9/6/2013
37.667295,-122.427285,2013,2013-09-07 13:55:00+00:00,41,San Mateo,1,Western California,9/7/2013
41.569,-120.959,2013,2013-09-07 17:30:00+00:00,68,Modoc,1,Northern California,9/7/2013
36.258,-118.459,2013,2013-09-08 11:53:00+00:00,134,Tulare,1,Central California,9/8/2013
37.90757,-121.882582,2013,2013-09-08 13:08:00+00:00,3111,Contra Costa,1,Western California,9/8/2013
40.498332,-122.535496,2013,2013-09-09 12:32:00+00:00,8073,Shasta,1,Northern California,9/9/2013
32.710918,-116.746023,2013,2013-09-09 13:09:00+00:00,263,San Diego,1,Southern California,9/9/2013
34.388644,-117.761081,2013,2013-09-10 07:17:00+00:00,0,Los Angeles,0,Southern California,9/10/2013
34.003151,-117.106075,2013,2013-09-11 16:57:00+00:00,73,San Bernardino,1,Southern California,9/11/2013
34.255396,-117.670934,2013,2013-09-12 06:25:00+00:00,0,Los Angeles,0,Southern California,9/12/2013
38.630141,-120.647253,2013,2013-09-12 14:22:00+00:00,0,El Dorado,0,Central California,9/12/2013
36.862407,-121.702573,2013,2013-09-12 15:53:00+00:00,0,Monterey,0,Western California,9/12/2013
41.829444,-121.242791,2013,2013-09-14 01:45:00+00:00,0,Modoc,0,Northern California,9/14/2013
35.104306,-119.930126,2013,2013-09-14 03:39:00+00:00,0,San Luis Obispo,0,Southern California,9/14/2013
38.418305,-121.001478,2013,2013-09-14 12:25:00+00:00,0,Amador,0,Central California,9/14/2013
38.9777,-122.683,2013,2013-09-15 19:45:00+00:00,30,Lake,1,Northern California,9/15/2013
39.15156,-121.373024,2013,2013-09-18 00:01:00+00:00,0,Yuba,0,Central California,9/18/2013
33.617276,-116.920294,2013,2013-09-20 13:04:00+00:00,0,Riverside,0,Southern California,9/20/2013
